,id,text,created_at,elden ring,retweet_count,reply_count,like_count,quote_count,polarity
20304,1601067214307983360,Surreal experience having the flute guy  amp intense music playing while Jerma985 was having a possible stream crash right before the GOTY elden ring announcement  then having a fart bit right at said announcement  AND FINALLY    the kid saying Bill Clinton finale,2022-12-09T04:12:24.000Z,1.0,0,0,1,0,0.17023809523809522
20314,1601067206716325889,Im still stoked about Transformers  Reactivate    Shoutout to Elden Ring for winning Game of the Year  A happy gamer for sure ,2022-12-09T04:12:23.000Z,1.0,3,0,15,0,0.35
20315,1601067206212820993,The real story tonight isn t that Elden Ring won GOTY  it s that Bill Clinton is now an orthodox rabbi,2022-12-09T04:12:23.000Z,1.0,1,0,4,0,0.0
20320,1601067201158840320,Also congrats to the game on becoming game of the year  My best friend of years I got him elden ring for his birthday this passed summer Congrats once again,2022-12-09T04:12:21.000Z,1.0,0,0,1,0,0.16249999999999998
20323,1601067199279828992,Elden Ring Game of the Year Baby  God of War and it s fans should just  put these foolish ambitions to rest ,2022-12-09T04:12:21.000Z,1.0,0,0,1,0,-0.4
20329,1601067192870895617,is now trending alongside Elden Ring and Bill Clinton,2022-12-09T04:12:19.000Z,1.0,0,0,2,0,0.0
20330,1601067192476667905,I want the confidence of the kid who infiltrated to nominate Bill Clinton as his therapist during the Elden Ring win speech ,2022-12-09T04:12:19.000Z,1.0,0,0,1,0,0.8
20338,1601067184167350272,Congratulations Elden Ring    Hello new Armored Core    We eating good ,2022-12-09T04:12:17.000Z,1.0,0,0,1,0,0.41818181818181815
20344,1601067176219545600,Elden Ring wins Game of the Year in the Game Awards Congratulations for winning a hatrick What an amazing time to be alive ,2022-12-09T04:12:15.000Z,1.0,3,0,6,0,0.11666666666666668
20346,1601067175917199362,ELDEN RING FOR THE WIN     ,2022-12-09T04:12:15.000Z,1.0,0,2,4,0,0.8
20348,1601067175036747776,Even though Elden Ring won instead of Stray  I think the flute guy was the real winner  He made watching the awards interesting and worked hard having to juggle around several instruments  Someone should definitely give him a  Good job  Or a raise  Or both ,2022-12-09T04:12:15.000Z,1.0,0,0,1,0,0.1847222222222222
20349,1601067174831226880,Stream EndedThank you for JoiningThe Game Awards is good Congrats on Elden Ring got Game of the year too and GOW Rag is good game too and we get Bingo YAAAAYand we sending our raid to the lovely vtuber ever,2022-12-09T04:12:15.000Z,1.0,0,1,4,0,0.11666666666666664
20355,1601067168392790017,I didn t catch this part at the very end  This was after Elden Ring won But yeah  this is a WTF moment ,2022-12-09T04:12:13.000Z,1.0,0,2,4,0,-0.15
20359,1601067165486313472,Gano Elden Ring aaaaaaaaaaaaaaaaaaaa,2022-12-09T04:12:13.000Z,1.0,1,0,2,0,0.0
20369,1601067156741165058,Elden ring goty,2022-12-09T04:12:11.000Z,1.0,0,0,1,0,0.0
20371,1601067156686671872,God of war Ragnacock deserved the L Happy Elden ring won  deserved it,2022-12-09T04:12:11.000Z,1.0,0,5,9,0,0.8
20372,1601067154551738368,As someone who played both elden ring and god of war ragnarok i personally felt like god of war should have won goty but I am not angry in the slightest by elden ring winning  I absolutely loved playing both games they were both masterpieces in their own right ,2022-12-09T04:12:10.000Z,2.0,0,0,0,0,0.38928571428571423
20377,1601067143487184896,Elden Ring won GOTY  Easiest guessing game ever  but still  congrats for the massive win  ,2022-12-09T04:12:08.000Z,1.0,0,0,2,0,0.13333333333333333
20389,1601067120376221698,My favorite Elden Ring boss  Bill Clinton,2022-12-09T04:12:02.000Z,1.0,0,0,1,0,0.5
20390,1601067115489935361,This man is the sole human to play through Elden Ring from start to finish without dying  And I m here for it ,2022-12-09T04:12:01.000Z,1.0,0,0,1,0,0.0
20395,1601067109840089093,Yo congrats to elden ring but more importantly bill clinton,2022-12-09T04:12:00.000Z,1.0,0,0,0,0,0.45
20403,1601067104261791744,Elden Ring winning GOTY was obvious  fuck yeah btw   but God of War winning Best SOundtrack over Elden Ring     now THAT s a clown moment,2022-12-09T04:11:58.000Z,2.0,1,0,3,0,0.32
20413,1601067087111147520,Huh   so elden ring  and reformed orthodox rabbi,2022-12-09T04:11:54.000Z,1.0,0,0,4,0,-0.2
20415,1601067086461403137,Bill Clinton Elden Ring DLC confirmed,2022-12-09T04:11:54.000Z,1.0,0,0,1,0,0.4
20422,1601067078265479169,Winners were about how I thought itd go  Im happy with Elden Ring as GOTY  it was my personal GOTY   Christopher Judge was THE choice for best performance  Any winners you disagree with or any snubs ,2022-12-09T04:11:52.000Z,1.0,0,2,3,0,0.6
20424,1601067075988254720,I did not play that game  Elden Ring Bill Clinton,2022-12-09T04:11:51.000Z,1.0,1,0,1,0,-0.4
20425,1601067075887566849,What does Bill Clinton have to do with Elden Ring ,2022-12-09T04:11:51.000Z,1.0,0,0,0,0,0.0
20436,1601067066991091713,I think the guy who gave a shoutout to Bill Clinton at the end just wandered on stage with the Elden Ring guys  hope it doesn t ruin their moment too much  Going to look forward to seeing what all that was about ,2022-12-09T04:11:49.000Z,1.0,0,0,1,0,0.2
20437,1601067066756562947,Bill clinton toped elden ring,2022-12-09T04:11:49.000Z,1.0,0,0,0,0,0.0
20448,1601067058988359680,As if anyone had any doubt  Elden Ring wins Game of the Year at,2022-12-09T04:11:47.000Z,1.0,0,1,0,0,-0.05000000000000002
20459,1601067048372948992,Elden Ring x Bill Clinton Collab coming   ,2022-12-09T04:11:45.000Z,1.0,0,0,1,0,0.0
20463,1601067042203107328,What a way to end it lol But man  Elden Ring winning is well deserved  Congrats to the team,2022-12-09T04:11:43.000Z,1.0,0,1,0,0,0.65
20481,1601067031175929856,ELDEN RING SOLOS GET FUCKED SONY SUCK IT BITCHES,2022-12-09T04:11:41.000Z,1.0,0,0,1,0,-0.6
20494,1601067020799328256,ELDEN RING GOTY,2022-12-09T04:11:38.000Z,1.0,2,0,5,0,0.0
20496,1601067019612618752,the good side Elden Ring Wins Game of The Year Award congratulations to the team,2022-12-09T04:11:38.000Z,1.0,0,0,2,0,0.19999999999999998
20517,1601066993745993728,beat Elden Ring in pretty much every other award besides Director and GOTY    Bit weird that is Regardless  awards in total  the most on the night ,2022-12-09T04:11:32.000Z,1.0,0,0,0,0,0.05416666666666667
20521,1601066991171031041,Hidetaka Miyazaki  This is so amazing  Elden Ring won Game of the Year at   I m so happy I get to deliver an emotional speech and have that be what everyone talks about when the show ends The Bill Clinton Kid ,2022-12-09T04:11:31.000Z,1.0,121,6,688,4,0.25
20528,1601066977618903040,Elden Ring winning game of the year is BS but whatever,2022-12-09T04:11:28.000Z,1.0,1,33,24,10,0.04999999999999999
20540,1601066964797239296,Forget Elden Ring winning GotY  it was sealed the moment the game releasedI need to know who this little twerp who spoke about reformed rabbi Bill Clinton is ,2022-12-09T04:11:25.000Z,1.0,0,0,1,0,-0.029166666666666674
20542,1601066962947538944,Congrats to Elden Ring for your well deserved win  s certainly going to be no award for the security staff that s for sure lol,2022-12-09T04:11:25.000Z,1.0,0,0,2,0,0.5785714285714285
20544,1601066957742440448,ELDEN RING WON     ,2022-12-09T04:11:23.000Z,1.0,1,1,2,0,0.0
20547,1601066956635148288,Meanwhile    Elden Ring just won Game of the Year,2022-12-09T04:11:23.000Z,1.0,0,0,0,0,-0.4
20554,1601066952503742465,Low key feel bad for the creators of Elden Ring  That kid kinda cost them their moment  Also  how did they let him get so far ,2022-12-09T04:11:22.000Z,1.0,0,0,0,0,-0.14999999999999997
20566,1601066943334780929,only one game was actually a better game than Elden ring and No  it wasnt the GOW DLC  but you cant deny the impact Elden ring had on the year so if there was a best game award it shouldnt go to elden ring but game of the year absolutely does ,2022-12-09T04:11:20.000Z,3.0,0,0,1,0,0.01249999999999999
20569,1601066941250437120,Congratulations to Elden Ring on winning GOTY  Very well deserved  And to all of the nominees in that category  They were all terrific games   s my fellow Elden Lord s at  ,2022-12-09T04:11:19.000Z,1.0,0,1,6,0,0.2333333333333333
20573,1601066931091800064,internet do your thing and find who is the kid and make him pay for dishonoring the creator of elden ring,2022-12-09T04:11:17.000Z,1.0,0,0,0,0,0.0
20575,1601066930664013824,ELDEN RING SWEEEEEEEEP,2022-12-09T04:11:17.000Z,1.0,1,0,4,0,0.0
20582,1601066921361051648,JUST COMPLETED ALL THE ACHIEVEMENTS FROM ELDEN RING THE NIGHT IT GOT THE GOTY MY LIFE IS COMPLETE I CAN SLEEP WELL,2022-12-09T04:11:15.000Z,1.0,0,1,4,0,0.1
20602,1601066892445237249,main takeaways from tonight Elden Ring and GoW Ragnarok were the MVPs in awards  FFXIV stomped out Fartnut in both categories  Ludwig scored creator of the year  and Sonic Frontiers got robbed by a bunch of weeaboos who voted Genshin from years ago ,2022-12-09T04:11:08.000Z,1.0,0,0,1,0,0.16666666666666666
20608,1601066885877227520,Elden Ring deserved it,2022-12-09T04:11:06.000Z,1.0,10,1,80,0,0.0
20618,1601066871981211649,Did   did just get a shout out at and why is he a orthodox rabbi now  What just happened    On another note GG s to Elden Ring  deserved GOTY ,2022-12-09T04:11:03.000Z,1.0,0,3,1,0,-0.2
20620,1601066869183905793,We did it  my queenElden ring is GOTY my friends,2022-12-09T04:11:02.000Z,1.0,1,0,16,0,0.0
20645,1601066848551854080,LETS GOOOOOOO W ELDEN RING  L FATHER SIMULATOR,2022-12-09T04:10:57.000Z,1.0,0,0,1,0,0.0
20648,1601066844583972864,Plan  Get invited to   research GOTY nominees  Plan some more  hedge your bets that Elden Ring will win  seat yourself near Miyazaki  go up on stage with them like a ninja  sweep in at the right moment and then   give a shout out bill clinton ,2022-12-09T04:10:56.000Z,1.0,0,1,6,0,0.4214285714285715
20657,1601066836355084288,Hades   Arcane winning best adaptation  Elden Ring winning GOTY  was popping ,2022-12-09T04:10:54.000Z,1.0,0,0,2,0,0.6666666666666666
20667,1601066823079714817,RADAGON OF THE GOLDEN ORDER Congratulations to for winning the award in  Elden Ring was a turning point experience in my life  and I couldn t be more grateful for being able to play this masterpiece  Here s a small fanart to celebrate ,2022-12-09T04:10:51.000Z,1.0,7,0,18,0,0.31
20676,1601066813751951361,ELDEN RING GOTY  ,2022-12-09T04:10:49.000Z,1.0,0,0,0,0,0.0
20689,1601066799352537088,In a surprising turn of events  Bill Clinton won Game of the Year instead of Elden Ring or God of War Ragnarok,2022-12-09T04:10:46.000Z,1.0,0,0,1,0,0.14999999999999997
20692,1601066798689886208,Also Miyazaki basically confirmed Elden Ring dlc right ,2022-12-09T04:10:45.000Z,1.0,0,0,0,0,0.34285714285714286
20695,1601066794445176832,Elden Ring deserved the award  I was really hoping GOW would get it but that s alright  Props to FromSoftware for this amazing game  And to next year of a full packed of games,2022-12-09T04:10:44.000Z,1.0,0,0,4,0,0.15
20707,1601066781820391427,ELDEN RING GAME OF THE YEAR,2022-12-09T04:10:41.000Z,1.0,0,0,2,0,-0.4
20731,1601066740695588866,Let s go Elden Ring,2022-12-09T04:10:32.000Z,1.0,0,0,0,0,0.0
20750,1601066719161696256,Congratulations to Elden Ring for winning Game of The Year   ,2022-12-09T04:10:26.000Z,1.0,10,1,26,0,0.04999999999999999
20754,1601066712883167233,ELDEN RING GAME OF THE YEAR,2022-12-09T04:10:25.000Z,1.0,0,0,0,0,-0.4
20757,1601066706000285696,ELDEN RING SWEEP LETS GOOOOOOOO,2022-12-09T04:10:23.000Z,1.0,0,1,2,0,0.0
20763,1601066700966957056,Elden ring  GOTY   bien ,2022-12-09T04:10:22.000Z,1.0,0,0,0,0,0.0
20766,1601066699570425856,ELDEN RING GOTY EZZZZZZZ,2022-12-09T04:10:22.000Z,1.0,0,1,1,0,0.0
20771,1601066692276359171,Congratulations to Elden Ring on winning  Game of The Year   ,2022-12-09T04:10:20.000Z,1.0,0,0,0,0,0.04999999999999999
20774,1601066690263109635,ELDEN RING takes home Game of the Year at  ,2022-12-09T04:10:19.000Z,1.0,2,0,3,0,-0.4
20778,1601066686160904192,this year was really good  lots of games announced  Elden Ring GOTY and the Best moment  This random guy saying nonsense  lmao,2022-12-09T04:10:19.000Z,1.0,1,0,1,0,0.44999999999999996
20783,1601066682818052098,How are you feeling about for grade and why  Congrats  Elden Ring from Game Of The Year Nominees  ,2022-12-09T04:10:18.000Z,1.0,1,0,2,0,-0.4
20784,1601066682638020608,Elden Ring venceu o GOTY no,2022-12-09T04:10:18.000Z,1.0,1,0,1,0,0.0
20799,1601066669379842048,Yo  how did no one notice this kid just walk up with the Elden Ring crew ,2022-12-09T04:10:15.000Z,1.0,0,0,1,0,0.0
20801,1601066664346685442,congrats Elden Ring GOTY    and uh Bill Clinton,2022-12-09T04:10:13.000Z,1.0,0,0,1,0,0.0
20813,1601066654737510405,Shouldve been God of War but fair play to Elden Ring,2022-12-09T04:10:11.000Z,1.0,0,0,0,0,0.7
20815,1601066653663784960,Well deserved Elden Ring,2022-12-09T04:10:11.000Z,1.0,0,1,0,0,0.0
20818,1601066649989181443,Right  off to bed  I wasnt going to stay up for the entire thing but I ended up doing so  Bunch of good announcements tonight and looks to be packed if no delays occur  Happy that Elden Ring won  game is an all timer for me ,2022-12-09T04:10:10.000Z,1.0,0,0,0,0,0.27714285714285714
20819,1601066649821786112,Elden Ring devs looking at that random dude like,2022-12-09T04:10:10.000Z,1.0,0,0,2,0,-0.5
20844,1601066625524174848,ELDEN RING GAME OF THE YEAR LETS GOOOOOOO,2022-12-09T04:10:04.000Z,1.0,1,1,1,0,-0.4
20852,1601066616812294145,God of War Ragnarok won  10 nominations and the game only released exactly month ago On top of that they only lost GOTY to Elden Ring  GGs,2022-12-09T04:10:02.000Z,1.0,0,1,1,0,0.06999999999999999
20853,1601066616761958400,Although I didn t mind for either Elden Ring or God of War Ragnorak to win Game of The Year  I m happy to see that Elden Ring won  Well deserved ,2022-12-09T04:10:02.000Z,2.0,0,1,1,0,0.4000000000000001
20855,1601066615550148609,Thank you to everyone that came out tonight and joined in on the fun  Elden Ring edged out but GoW Got awards and Bill Clinton is a rabbi  Thanks for the love  interaction and stay tuned for new music and content coming next week     ,2022-12-09T04:10:02.000Z,1.0,0,0,2,0,0.22727272727272724
20864,1601066608113360897,Genshin Impact has won Player s Voice at the Game Awards  beating both Elden Ring and Sonic Frontiers ,2022-12-09T04:10:00.000Z,1.0,44,54,329,26,-0.4
20875,1601066596323143680,ofc elden ring won  It was deserved but whats up with bill Clinton ,2022-12-09T04:09:57.000Z,1.0,0,0,0,0,0.0
20899,1601066576710668288,Weird way to advertise the new Elden Ring DLC ,2022-12-09T04:09:52.000Z,1.0,3,0,17,0,-0.18181818181818182
20900,1601066576664743937,I m super happy What an incredible game Elden Ring is  very well deserved  ,2022-12-09T04:09:52.000Z,1.0,0,1,10,0,0.36666666666666664
20903,1601066574739558400, sees Elden Ring won game of the year ,2022-12-09T04:09:52.000Z,1.0,0,0,0,0,-0.4
20920,1601066563397885953,Elden Ring GOTY,2022-12-09T04:09:49.000Z,1.0,0,0,0,0,0.0
20932,1601066552492576768,PUT ELDEN RING AND OTHER SOULS GAMES ON SALE YOU F CKERS YOU JUST WON GAME OF THE YEAR,2022-12-09T04:09:47.000Z,1.0,0,0,0,0,-0.2625
20934,1601066551234420736,ELDEN RING WINS GOTY,2022-12-09T04:09:46.000Z,1.0,0,0,1,0,0.3
20946,1601066545249075201,elden ring took the revenge for our fallen brother RDR2  ,2022-12-09T04:09:45.000Z,1.0,0,0,0,0,0.0
20953,1601066537976463361,GOW Ragnarok still my goty  But yeah  Elden Ring also another masterpiece on this year ,2022-12-09T04:09:43.000Z,1.0,0,0,0,0,0.0
20967,1601066520297148416,Bizarre way to end but even though the show was still very long  three hours long   I thought it was pretty good  Better than most years  Some great reveals from Armored Core to Ken Levine s Judas and then Elden Ring got the honors it deserved with GOTY ,2022-12-09T04:09:39.000Z,1.0,10,15,264,0,0.379375
20993,1601066496763269120,Rest of the Elden Ring devs letting lil bro talking bout Bill Clinton,2022-12-09T04:09:33.000Z,1.0,140,4,1091,4,0.0
21009,1601066479709224960,This person took invading in Elden Ring to a whole new level,2022-12-09T04:09:29.000Z,1.0,0,1,1,0,0.16818181818181818
21017,1601066470540455937,Plot twist  that kids rabbi really just so happens to be named Bill Clinton and he loved Elden Ring,2022-12-09T04:09:27.000Z,1.0,0,0,2,0,0.44999999999999996
21027,1601066463632117761,Im so glad Elden ring won BUT STEP ASIDE CAUSE WE GOT ARMOUR CORE ON THE FUCKING WAY ,2022-12-09T04:09:25.000Z,1.0,0,0,0,0,-0.04999999999999999
21051,1601066440052060160,Congratulations to every nominees  I got to say I am very happy Elden ring won GOTY award ,2022-12-09T04:09:20.000Z,1.0,0,0,1,0,1.0
21084,1601066411589181440,Tbh why are you guys surprised  Elden Ring is just so much better then God Of War,2022-12-09T04:09:13.000Z,1.0,0,0,2,0,0.3
21085,1601066410817785857,omg some kid just casually walked on stage with the elden ring devs to say some nonsense after their speech  and no one noticed till the end ,2022-12-09T04:09:13.000Z,1.0,0,0,0,0,-0.5000000000000001
21091,1601066405498998787,HUGE CONGRATS TO ELDEN RING FOR WINNING GAME OF THE YEAR  ,2022-12-09T04:09:12.000Z,1.0,0,0,4,0,0.1666666666666667
21093,1601066401032073216,Elden Ring wins Game of the Year  Huge congratulations to FromSoftware ,2022-12-09T04:09:11.000Z,1.0,0,0,1,0,0.10000000000000002
21096,1601066399736426497,Easy Elden Ring win Hidetaka Miyazaki deserves this one,2022-12-09T04:09:10.000Z,1.0,0,0,0,0,0.6166666666666667
21116,1601066387572592641,Elden Ring won GOTY ,2022-12-09T04:09:07.000Z,1.0,0,0,0,0,0.0
21121,1601066383089242115,Elden Ring won Best Art Direction  Best RPG  Best Game Direction and Game of the year  It won the most meaningful categories when it comes to playing game ,2022-12-09T04:09:06.000Z,1.0,0,0,0,0,0.35000000000000003
21128,1601066375010623488,The pony salt is fucking awesome thank god for elden ring won,2022-12-09T04:09:04.000Z,1.0,0,0,0,0,1.0
21140,1601066357822394368,Game of the yearElden Ring,2022-12-09T04:09:00.000Z,1.0,0,0,1,0,-0.4
21145,1601066350218469378,God of War Ragnarok won a fuck tonGT7 somehow won somethingIndies was a setup Xbox  not a single game trailer  No teasers  No sneak peak  Nothing Armored Core coming back and Elden Ring winning were my favorite parts of the show  best game in years,2022-12-09T04:08:58.000Z,1.0,0,3,6,0,0.10446428571428572
21148,1601066345638289410,Elden Ring Game of The Year baby   ,2022-12-09T04:08:57.000Z,1.0,2,0,4,0,-0.4
21150,1601066344601989120,This I m glad to see Splatoon   Kirby And The Forgotton Land  Bayonetta   Mario  amp  Rabbids  Sparks Of Hope  Stray and Moss  Book winning this year Elden Ring and Ragnark have totally deserved their prices ,2022-12-09T04:08:57.000Z,1.0,0,0,4,0,0.3333333333333333
21154,1601066343301718016,  lots of awards  to compensate for the loss to Read Dead Redemption a few years ago  Game of the year to Elden Ring  just because it s from From Software  Thank God no one serious takes these awards seriously ,2022-12-09T04:08:57.000Z,1.0,0,0,1,0,-0.29333333333333333
21158,1601066341317820416,Elden Ring WINS GOTY at,2022-12-09T04:08:56.000Z,1.0,2,0,4,0,0.3
21165,1601066334984744961,The game of the year is elden ring Me ,2022-12-09T04:08:55.000Z,1.0,0,0,0,0,-0.4
21168,1601066333344612353,They still have several more things planned for Elden Ring,2022-12-09T04:08:54.000Z,1.0,0,0,0,0,0.25
21195,1601066306144718849,I m so tired but also really glad I stayed awake for Congrats to From Software for winning GOTY with Elden Ring ,2022-12-09T04:08:48.000Z,1.0,0,0,3,0,0.19999999999999998
21214,1601066292987191297,congratz Elden Ring,2022-12-09T04:08:45.000Z,1.0,0,0,0,0,0.0
21216,1601066292471279617,I clapped so hard hearing Elden Ring winning Game of The Year ,2022-12-09T04:08:45.000Z,1.0,0,0,0,0,-0.0638888888888889
21230,1601066276671352833,Elden Ring congratulations on winning Game of the Year at,2022-12-09T04:08:41.000Z,1.0,0,0,1,0,0.04999999999999999
21236,1601066269679431680,Elden Ring did it  So deserving  I played this game for like hours  stretched across different builds and playthroughs  and I am probably gonna be back on it soon  Great to be on the right side of history ,2022-12-09T04:08:39.000Z,1.0,0,0,2,0,0.17653061224489797
21243,1601066261731213312,What a fantastic year for   Congratulations to Elden Ring  and congratulations to every game that got recognition on one of my favorite nights of the year Thank you and have a nice trip,2022-12-09T04:08:37.000Z,1.0,0,0,4,0,0.275
21247,1601066255141982208,Obvious asf Elden Ring won  suck it GoW fans,2022-12-09T04:08:36.000Z,1.0,0,0,2,0,0.0
21255,1601066248262991873,ELDEN RING GOTY YEAHHHHHHHHHHHHHHHHHHHHHH,2022-12-09T04:08:34.000Z,1.0,0,0,0,0,0.0
21260,1601066245159358466,How I sleep knowing Elden Ring won GOTY,2022-12-09T04:08:33.000Z,1.0,0,1,14,0,0.0
21261,1601066244383379456,Well  now we have the game of the year  and the GotY is   Elden Ring Well done Hidetaka  we all love you and From Software staff,2022-12-09T04:08:33.000Z,1.0,0,0,1,0,0.04999999999999999
21271,1601066235009048576,Elden Ring wins Game of the Year at Branson  Missouri,2022-12-09T04:08:31.000Z,1.0,0,0,0,0,-0.05000000000000002
21279,1601066223202361344,I put in   hrs of Elden Ring before taking a break  amp  was level   lolAlso I just bought it full price again recently on my Steam Deck because it s such a masterpiece Plus any game with Ohio in it deserves GOTY,2022-12-09T04:08:28.000Z,1.0,0,0,2,0,-0.012500000000000011
21297,1601066208467501057,The odd kid for Elden Ring lmao,2022-12-09T04:08:25.000Z,1.0,1,0,1,0,0.21666666666666667
21306,1601066201593307137,Shit is so dumb God of War is so much better than Elden Ring,2022-12-09T04:08:23.000Z,1.0,0,0,1,0,-0.024999999999999984
21326,1601066174644486145,Congratulations to Elden Ring on winning Game of The Year at the   GoW was my pick for the category but then again  i knew Elden Ring would win,2022-12-09T04:08:17.000Z,2.0,0,0,0,0,0.3
21333,1601066170144391169,Elden Ring takes Game of The Year     Hidetaka Miyazaki is a TRUE LIVING LEGEND  ,2022-12-09T04:08:15.000Z,1.0,0,0,0,0,-0.025000000000000022
21334,1601066165564231682,Bill Clinton winning over Elden Ring,2022-12-09T04:08:14.000Z,1.0,0,0,8,0,0.5
21340,1601066161667706881,Elden Ring Fans GOW Ragnarok fans,2022-12-09T04:08:13.000Z,1.0,0,0,0,0,0.0
21347,1601066154713292801,Elden ring won the game of year  Elden ring Deserve it it s a masterpiece,2022-12-09T04:08:12.000Z,2.0,0,0,0,0,-0.4
21360,1601066141094387714,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T04:08:09.000Z,1.0,1701,253,23952,433,-0.4
21364,1601066134014693376,Fucking hell that kid stole Elden Ring s moment ,2022-12-09T04:08:07.000Z,1.0,0,0,0,0,-0.6
21367,1601066132315983872,On a more serious note  shout outs to Elden Ring on winning GOTY and God of War  Ragnark for raking it in in general ,2022-12-09T04:08:06.000Z,1.0,0,0,0,0,0.1791666666666667
21374,1601066128352374785,I will never see the again  the award was clearly stolen by Elden Ring Elden Ring deserved several of TGA s awards  no arguments here  but game of the year wasn t one of them Stray deserved better than Elden Ring  Ragnark was stolen  a huge scam ,2022-12-09T04:08:06.000Z,3.0,0,1,0,0,0.12000000000000002
21381,1601066121116798977,Bill Clinton was apparently nominated thanks to some random kid  Funny enough  that s the last thing you hear before the end of the show  Also  if you re curious  Elden Ring won Game of the Year,2022-12-09T04:08:04.000Z,1.0,0,0,1,0,-0.0625
21406,1601066100888043520,Elden ring wins game of the year Im like ,2022-12-09T04:07:59.000Z,1.0,0,0,1,0,-0.05000000000000002
21407,1601066099004477440,It s am  and my hangover has already started to kick in  Sorry for spam  was robbed  Elden Ring rulez eva  PEACE ,2022-12-09T04:07:59.000Z,1.0,0,0,0,0,-0.5
21411,1601066092167716864,Both Elden Ring and Xenoblade Chronicles were my choice for GotY  so I m happy to see the former actually won at,2022-12-09T04:07:57.000Z,1.0,0,0,0,0,0.26666666666666666
21416,1601066089508933634,This shit was too good to keep on the priv  Elden ring deserved it,2022-12-09T04:07:56.000Z,1.0,0,0,1,0,0.24999999999999997
21417,1601066089018167297,My thoughts on that no one cares about but   Elden ring   deserves the win2 god of war   deserves all its awardsAnd   the players voice award was a joke this year both sonic and genshin community sucked Also I think cyberpunk edgerunners deserved the w,2022-12-09T04:07:56.000Z,1.0,1,0,3,0,0.0
21418,1601066088422252545,Elden Ring GOTY,2022-12-09T04:07:56.000Z,1.0,0,0,1,0,0.0
21426,1601066084781752321,gow should ve just added a pot friend and it would ve been able to compete with Elden Ring,2022-12-09T04:07:55.000Z,1.0,0,1,3,0,0.5
21428,1601066082198245377,Elden ring winning Game of the Year is WELL DESERVED  Such an incredible masterpiece of a game  Truly amazing one of a kind game ,2022-12-09T04:07:55.000Z,1.0,0,0,0,0,0.17500000000000004
21429,1601066081434865665,So Elden Ring won Game Of The Year  I admit I was hoping for God Of War to win but they go their fair share of awards  congratulations to the Elden Ring for all their hard work paying off ,2022-12-09T04:07:54.000Z,2.0,0,0,0,0,0.20208333333333334
21431,1601066080012668929,Despite the huge skepticism on FromSoft creating their first open world game with Elden Ring  Which is NOT easy   they exceeded everyone s expectation in all aspects  It s a phenomenal game and it deserved the win from the start ,2022-12-09T04:07:54.000Z,1.0,0,1,0,0,0.11666666666666668
21439,1601066072924639232,POV  The Bill Clinton kid on stage during the Elden Ring acceptance speech,2022-12-09T04:07:52.000Z,1.0,1,0,11,0,0.0
21444,1601066064581754880,Congrats Elden Ring ,2022-12-09T04:07:50.000Z,1.0,0,0,0,0,0.0
21445,1601066064540241920,It blows my mind that elden ring won game of the year God of war is so much better,2022-12-09T04:07:50.000Z,1.0,0,0,0,0,0.04999999999999999
21452,1601066061843267584,Congrats to Elden Ring for winning GOTY  Well deserved ,2022-12-09T04:07:50.000Z,1.0,1,1,7,0,0.5
21453,1601066060819546112,And the results  I m so embarrassed about fact that GOTY goes to Elden Ring  but my congratulations   ,2022-12-09T04:07:49.000Z,1.0,0,0,0,0,0.0
21454,1601066060534272001,SOME KID GOT ON STAGE AND SAID I NOMINATE THIS ELDEN RING AWARD TO BILL CLINTON LMFAOOOO,2022-12-09T04:07:49.000Z,1.0,0,0,1,0,0.0
21455,1601066057761845249,Bill Clinton using his Money in the Bank after Elden Ring beats God of War over Game of the Year title,2022-12-09T04:07:49.000Z,1.0,0,0,1,0,-0.4
21456,1601066056352944129,We may not have gotten a trailer  but this was fun to see what all of you had to say  and I dont regret watching congratulations to Elden Ring ,2022-12-09T04:07:48.000Z,1.0,0,0,0,0,0.3
21458,1601066054972633089,Elden Ring GOTY Death Stranding announced Release date for Diablo IV Great night at,2022-12-09T04:07:48.000Z,1.0,0,1,2,0,0.8
21460,1601066053756297217,BRUH ANOTHER WITHOUT MK12 OR GTA6 THAT SAID CONGRATS TO ELDEN RINGS THOU DEFO GOTY    THE WAIT CONTINUES,2022-12-09T04:07:48.000Z,1.0,0,0,0,0,0.0
21464,1601066050401226753,I only have missed the Elden Ring dlc announcement ,2022-12-09T04:07:47.000Z,1.0,0,0,0,0,0.0
21466,1601066049612709888,So Bill Clinton has the las rune to form the elden ring in the new dlc,2022-12-09T04:07:47.000Z,1.0,0,0,0,0,0.13636363636363635
21486,1601066035200655360,Elden ring deserves GOTY,2022-12-09T04:07:43.000Z,1.0,0,0,0,0,0.0
21494,1601066030310137856,WAS THE BILL CLINTON KID EVEN PART OF THE DEV TEAM FOR ELDEN RING    HOW DID HE GET ON STAGE  ,2022-12-09T04:07:42.000Z,1.0,2,1,11,0,0.0
21498,1601066027424833536, gtnic fans malding  gt God of War sweeping   gt Elden Ring claiming the award it deserved   gthil Spencer kicking himself   gt Flute guy popping off   gt Random kid shouting out Bill Clinton at the end of the show  What a year ,2022-12-09T04:07:41.000Z,1.0,0,1,4,0,-0.5
21509,1601066022945329154,Elden Ring won Game of the Year ,2022-12-09T04:07:40.000Z,1.0,0,0,1,0,-0.4
